19.2211 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
20.7956 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F79BBB8C40>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F79BBB8BE0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F79BBB8A30>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001F79BEC33D0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
20.7958 	EXP 	window1: mouseVisible = True
20.7958 	EXP 	window1: backgroundImage = ''
20.7959 	EXP 	window1: backgroundFit = 'none'
20.8044 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
20.8045 	EXP 	window1: recordFrameIntervals = False
20.9609 	EXP 	window1: recordFrameIntervals = True
21.1444 	EXP 	Screen (0) actual frame rate measured at 60.00Hz
21.1444 	EXP 	window1: recordFrameIntervals = False
21.1445 	EXP 	window1: mouseVisible = True
23.8170 	EXP 	bart: status = STARTED
23.8173 	EXP 	window1: mouseVisible = True
23.8209 	EXP 	Created balloon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'bottom'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([-1., -1.,  1.]), fillColorSpace='rgb', fillRGB=array([-1., -1.,  1.]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0., 0., 0.]), lineWidth=1.0, name='balloon', opacity=1.0, ori=0.0, pos=array([ 0. , -0.9]), size=array([1., 1.]), units='norm', vertices=ndarray(...), win=Window(...), windingRule=None)
23.8212 	EXP 	window1: mouseVisible = True
23.8947 	EXP 	Created pump = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='pump', opacity=1.0, ori=0.0, pos=array([ 0.9, -0.9]), rgb=UNKNOWN, text='press "L" to PUMP', units='norm', win=Window(...), wrapWidth=1)
23.8949 	EXP 	window1: mouseVisible = True
23.9033 	EXP 	Created bank = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='bank', opacity=1.0, ori=0.0, pos=array([-0.9, -0.9]), rgb=UNKNOWN, text='press "A" to BANK', units='norm', win=Window(...), wrapWidth=1)
23.9034 	EXP 	window1: mouseVisible = True
23.9048 	EXP 	Created debug = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='debug', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
0.0035 	EXP 	Created sequence: sequential, trialTypes=1, nReps=10, seed=None
0.0037 	EXP 	New trial (rep=0, index=0): None
0.0313 	EXP 	balloon: autoDraw = True
0.0313 	EXP 	pump: autoDraw = True
0.0313 	EXP 	bank: autoDraw = True
0.0313 	EXP 	debug: autoDraw = True
6.1510 	DATA 	Keypress: l
6.5827 	DATA 	Keypress: l
6.5842 	EXP 	New trial (rep=1, index=0): None
6.5982 	EXP 	balloon: autoDraw = False
6.5982 	EXP 	pump: autoDraw = False
6.5982 	EXP 	bank: autoDraw = False
6.5982 	EXP 	debug: autoDraw = False
6.5982 	EXP 	balloon: autoDraw = True
6.5982 	EXP 	pump: autoDraw = True
6.5982 	EXP 	bank: autoDraw = True
6.5982 	EXP 	debug: autoDraw = True
6.8201 	DATA 	Keypress: l
7.2654 	DATA 	Keypress: l
7.2670 	EXP 	New trial (rep=2, index=0): None
7.2809 	EXP 	balloon: autoDraw = False
7.2809 	EXP 	pump: autoDraw = False
7.2809 	EXP 	bank: autoDraw = False
7.2809 	EXP 	debug: autoDraw = False
7.2809 	EXP 	balloon: autoDraw = True
7.2809 	EXP 	pump: autoDraw = True
7.2809 	EXP 	bank: autoDraw = True
7.2809 	EXP 	debug: autoDraw = True
7.5483 	DATA 	Keypress: l
7.8845 	DATA 	Keypress: l
8.3644 	DATA 	Keypress: l
8.5645 	DATA 	Keypress: l
8.7640 	DATA 	Keypress: l
8.9306 	DATA 	Keypress: l
9.0971 	DATA 	Keypress: l
9.2636 	DATA 	Keypress: l
9.4135 	DATA 	Keypress: l
9.4147 	EXP 	New trial (rep=3, index=0): None
9.4292 	EXP 	balloon: autoDraw = False
9.4292 	EXP 	pump: autoDraw = False
9.4292 	EXP 	bank: autoDraw = False
9.4292 	EXP 	debug: autoDraw = False
9.4292 	EXP 	balloon: autoDraw = True
9.4292 	EXP 	pump: autoDraw = True
9.4292 	EXP 	bank: autoDraw = True
9.4292 	EXP 	debug: autoDraw = True
9.5802 	DATA 	Keypress: l
9.8630 	DATA 	Keypress: l
10.0296 	DATA 	Keypress: l
10.1632 	DATA 	Keypress: l
10.2994 	DATA 	Keypress: l
10.4628 	DATA 	Keypress: l
10.6291 	DATA 	Keypress: l
10.7791 	DATA 	Keypress: l
10.9334 	DATA 	Keypress: l
11.0989 	DATA 	Keypress: l
11.2453 	DATA 	Keypress: l
11.2464 	EXP 	New trial (rep=4, index=0): None
11.2608 	EXP 	balloon: autoDraw = False
11.2608 	EXP 	pump: autoDraw = False
11.2608 	EXP 	bank: autoDraw = False
11.2608 	EXP 	debug: autoDraw = False
11.2608 	EXP 	balloon: autoDraw = True
11.2608 	EXP 	pump: autoDraw = True
11.2608 	EXP 	bank: autoDraw = True
11.2608 	EXP 	debug: autoDraw = True
11.4118 	DATA 	Keypress: l
11.5481 	DATA 	Keypress: l
11.7149 	DATA 	Keypress: l
11.8782 	DATA 	Keypress: l
12.0277 	DATA 	Keypress: l
12.1978 	DATA 	Keypress: l
12.3478 	DATA 	Keypress: l
12.5146 	DATA 	Keypress: l
12.5286 	EXP 	New trial (rep=5, index=0): None
12.5433 	EXP 	balloon: autoDraw = False
12.5433 	EXP 	pump: autoDraw = False
12.5433 	EXP 	bank: autoDraw = False
12.5433 	EXP 	debug: autoDraw = False
12.5433 	EXP 	balloon: autoDraw = True
12.5433 	EXP 	pump: autoDraw = True
